athletes,laterality,age,date,position,0-10y,0-30y,10-30y,Body Fat %,Body Weight (lbs),Concentric Impulse,Concentric Impulse-100ms,Concentric Mean Power / BM,Eccentric Mean Power / BM,Estimated 1RM,Fil Speed,Height (in),Lateral Assymetry %,Left Hamstring Strength,Relative Strength,Right Hamstring Strength,RSI-modified,Vertical Velocity at Takeoff,VO2max
athlete 30,L,23.9,3/27/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,16.95,348,0,419,0,0,0
athlete 30,L,23.9,4/15/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,16.2,388,0,463,0,0,0
athlete 30,L,23.9,4/16/2018,Defender,0,0,0,0,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24,4/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,57.5
athlete 30,L,24,4/28/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,12.66,407,0,466,0,0,0
athlete 30,L,24,4/29/2018,Defender,0,0,0,0,174.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24,5/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,11.67,401,0,454,0,0,0
athlete 30,L,24,5/14/2018,Defender,0,0,0,0,177.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24,5/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,4.46,450,0,471,0,0,0
athlete 30,L,24,5/27/2018,Defender,0,0,0,18.41,237.6,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0
athlete 30,L,24.1,6/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,14.22,386,0,450,0,0,0
athlete 30,L,24.1,6/10/2018,Defender,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,55.1
athlete 30,L,24.1,6/12/2018,Defender,0,0,0,0,175.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.1,7/2/2018,Defender,0,0,0,0,174.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.2,7/15/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,11.59,412,0,466,0,0,0
athlete 30,L,24.2,7/17/2018,Defender,0,0,0,0,173.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.2,7/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,55.1
athlete 30,L,24.2,7/27/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,13.1,431,0,496,0,0,0
athlete 30,L,24.2,8/7/2018,Defender,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.3,8/12/2018,Defender,0,0,0,0,176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.3,8/26/2018,Defender,0,0,0,11.7,176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.3,8/27/2018,Defender,0,0,0,0,176.2,0,0,0,0,342,17.5,0,0,0,1.64,0,0,0,50.2
athlete 30,L,24.8,2/22/2019,Defender,0,0,0,0,0,234.1128827,133.0103599,37.0792,7.897980059,0,0,0,0,0,0,0,72.14329854,2.990714364,0
athlete 30,L,24.8,3/1/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,12.94363257,417,0,479,0,0,0
athlete 30,L,24.8,3/5/2019,Defender,0,0,0,8.44,174.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,24.8,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,495,0,0,0,0,2.37,0,0,0,0
athlete 30,L,25,5/22/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,7.659574468,434,0,470,0,0,0
athlete 30,L,25,5/30/2019,Defender,0,0,0,0,0,0,0,0,0,440,0,0,0,0,2.11,0,0,0,0
athlete 30,L,25.1,5/31/2019,Defender,0,0,0,0,178.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,25.1,7/2/2019,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.7
athlete 30,L,25.2,7/13/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,8.365019011,482,0,526,0,0,0
athlete 30,L,25.2,7/24/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,7.945736434,475,0,516,0,0,0
athlete 30,L,25.2,7/31/2019,Defender,0,0,0,0,184.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,25.2,8/4/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,8.035714286,515,0,560,0,0,0
athlete 30,L,25.2,8/8/2019,Defender,0,0,0,10.83,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,25.2,8/9/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.545454545,514,0,550,0,0,0
athlete 30,L,25.3,8/16/2019,Defender,0,0,0,0,0,0,0,0,0,495,0,0,0,0,2.77,0,0,0,0
athlete 30,L,25.8,2/21/2020,Defender,0,0,0,0,0,235.4769435,137.1338085,35.7546,7.711470315,0,0,0,0,0,0,0,70.00803231,2.900090559,0
athlete 30,L,25.8,2/25/2020,Defender,0,0,0,11.39,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,25.8,3/12/2020,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.880829016,454.125,0,482.5,0,0,0
athlete 30,L,26,5/1/2020,Defender,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26,5/29/2020,Defender,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26.2,8/2/2020,Defender,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26.3,8/25/2020,Defender,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26.8,2/15/2021,Defender,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26.8,2/17/2021,Defender,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,26.8,2/18/2021,Defender,0,0,0,0,0,243.0488395,142.8293575,39.8354,7.874061238,0,0,0,0,0,0,0,80.61958262,3.099441152,0
athlete 30,L,26.8,2/22/2021,Defender,0,0,0,0,0,240.2598231,141.012467,39.216,7.792443598,0,0,0,0,0,0,0,78.00932884,3.070614179,0
athlete 30,L,26.8,2/25/2021,Defender,0,0,0,0,0,242.4671739,140.8902605,39.17275,7.752478815,0,0,0,0,0,0,0,81.89888926,3.077658091,0
athlete 30,L,26.8,3/5/2021,Defender,0,0,0,0,0,241.73092,144.192545,39.22,7.886387157,0,0,0,5.787823482,454.4167,0,482.3333,77.64185043,3.058687043,0
athlete 30,L,26.8,3/14/2021,Defender,0,0,0,0,0,241.5196224,141.54179,38.0818,7.519855747,0,0,0,0,0,0,0,74.66210592,3.01864071,0
athlete 30,L,26.8,3/15/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.893594636,451.3333,0,484.75,0,0,0
athlete 30,L,26.8,3/16/2021,Defender,0,0,0,0,172.4,238.3626209,140.8672915,38.3152,7.992244164,0,0,0,0,0,0,0,76.445842,3.024716467,0
athlete 30,L,26.8,3/17/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.049090491,453,0,482.1667,0,0,0
athlete 30,L,26.8,3/20/2021,Defender,0,0,0,0,0,243.3424095,141.895265,39.2756,7.958358384,0,0,0,0,0,0,0,78.73523773,3.07888914,0
athlete 30,L,26.9,3/25/2021,Defender,0,0,0,0,0,244.2231427,144.9997555,39.6464,7.7112216,0,0,0,0,0,0,0,77.73902395,3.080755792,0
athlete 30,L,26.9,4/5/2021,Defender,0,0,0,0,0,240.5283997,138.3882055,37.8576,8.052419514,0,0,0,0,0,0,0,73.9980652,3.028606398,0
athlete 30,L,26.9,4/9/2021,Defender,0,0,0,0,0,244.0614936,136.841101,37.4202,8.221564056,0,0,0,0,0,0,0,75.54709708,3.030853422,0
athlete 30,L,26.9,4/13/2021,Defender,0,0,0,0,0,244.4181518,141.3220165,40.0656,8.108032924,0,0,0,0,0,0,0,81.09705711,3.137509556,0
athlete 30,L,27,5/20/2021,Defender,0,0,0,0,0,241.7510404,146.606982,39.905,7.263071366,0,0,0,0,0,0,0,86.53537225,3.054486678,0
athlete 30,L,27.1,6/14/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.967446592,472,0,491.5,0,0,0
athlete 30,L,27.1,6/30/2021,Defender,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 30,L,27.3,8/17/2021,Defender,0,0,0,0,180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,21.8,7/5/2017,Goalkeeper,0,0,0,17.52,267.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22,8/25/2017,Goalkeeper,0,0,0,19.04,271.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.5,3/9/2018,Goalkeeper,0,0,0,16.74,258.1,0,0,0,0,0,19.5,72,0,0,0,0,0,0,54.5
athlete 31,R,22.5,3/14/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,7.68,433,0,469,0,0,0
athlete 31,R,22.5,3/18/2018,Goalkeeper,0,0,0,0,253.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.5,3/27/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,13.23,459,0,529,0,0,0
athlete 31,R,22.6,4/5/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,53.3
athlete 31,R,22.6,4/9/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,9.16,476,0,524,0,0,0
athlete 31,R,22.6,4/19/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,11.52,484,0,547,0,0,0
athlete 31,R,22.6,4/26/2018,Goalkeeper,0,0,0,17.29,255,0,0,0,0,0,0,72,0,0,0,0,0,0,0
athlete 31,R,22.6,5/4/2018,Goalkeeper,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.6,5/7/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,8.67,474,0,519,0,0,0
athlete 31,R,22.7,5/21/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,13.55,504,0,583,0,0,0
athlete 31,R,22.7,5/31/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,7.43,536,0,579,0,0,0
athlete 31,R,22.7,6/1/2018,Goalkeeper,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.7,6/2/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,11.28,535,0,603,0,0,0
athlete 31,R,22.8,6/13/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,1.73,568,0,578,0,0,0
athlete 31,R,22.8,6/26/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,14.57,522,0,611,0,0,0
athlete 31,R,22.8,7/1/2018,Goalkeeper,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.8,7/15/2018,Goalkeeper,0,0,0,0,262.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.9,7/30/2018,Goalkeeper,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.9,7/31/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,20.89,500,0,632,0,0,0
athlete 31,R,22.9,8/12/2018,Goalkeeper,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.9,8/17/2018,Goalkeeper,0,0,0,20.05,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,22.9,8/24/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,572,0,0,0,0,2.02,0,0,0,0
athlete 31,R,23,8/28/2018,Goalkeeper,0,0,0,0,0,0,0,0,0,446,0,0,0,0,1.89,0,0,0,0
athlete 31,R,23,8/30/2018,Goalkeeper,0,0,0,0,258.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,23.5,3/10/2019,Goalkeeper,0,0,0,18.11,250.1,282.9990556,150.3847967,26.0636,8.258651873,0,0,71.5,0,0,0,0,51.2102105,2.437148589,0
athlete 31,R,23.5,3/11/2019,Goalkeeper,0,0,0,0,0,287.2879653,156.4885594,26.486,8.396122259,0,0,0,0,0,0,0,51.82935857,2.452967176,0
athlete 31,R,23.5,3/12/2019,Goalkeeper,0,0,0,0,0,281.7234092,151.7186759,25.9232,7.792074362,0,0,0,0,0,0,0,52.15755709,2.409739467,0
athlete 31,R,23.5,3/13/2019,Goalkeeper,0,0,0,0,0,295.7061091,166.751514,28.3062,7.981161115,0,0,0,0,0,0,0,55.5030492,2.537530134,0
athlete 31,R,23.5,3/14/2019,Goalkeeper,0,0,0,0,0,298.5031552,165.8681643,28.8606,7.648498714,0,0,0,4.482758621,554,0,580,55.8479658,2.576429574,0
athlete 31,R,23.5,3/15/2019,Goalkeeper,0,0,0,0,0,268.6610552,149.0552685,24.8036,7.272451814,571,0,0,0,0,1.9,0,50.20415423,2.302771763,0
athlete 31,R,23.5,3/17/2019,Goalkeeper,0,0,0,0,0,291.9510581,169.1126986,28.7688,7.455866737,0,0,0,0,0,0,0,57.60929165,2.526000269,0
athlete 31,R,23.5,3/19/2019,Goalkeeper,0,0,0,0,0,290.4597493,167.1888304,28.116,7.23875453,0,0,0,0,0,0,0,53.58425908,2.496368394,0
athlete 31,R,23.5,3/20/2019,Goalkeeper,0,0,0,0,0,285.3518096,185.5112782,28.6964,6.67234334,0,0,0,0,0,0,0,55.21943967,2.424763053,0
athlete 31,R,23.5,3/21/2019,Goalkeeper,0,0,0,0,0,290.4656404,174.1871172,28.982,7.183924089,0,19,0,12.75510204,513,0,588,56.60098445,2.507672381,53.6
athlete 31,R,23.5,3/22/2019,Goalkeeper,0,0,0,0,0,272.2505865,158.3888504,26.0114,7.106562235,0,0,0,0,0,0,0,46.60160226,2.344619377,0
athlete 31,R,23.5,3/23/2019,Goalkeeper,0,0,0,0,0,271.8186922,168.7887753,26.9748,6.698846643,0,0,0,0,0,0,0,51.57775972,2.354619874,0
athlete 31,R,23.5,3/24/2019,Goalkeeper,0,0,0,0,0,273.7787665,173.2155858,27.3452,6.574395026,0,0,0,0,0,0,0,55.02709503,2.359023396,0
athlete 31,R,23.5,3/25/2019,Goalkeeper,0,0,0,0,0,273.5480978,169.1417136,27.0848,6.949304137,0,0,0,0,0,0,0,54.82322767,2.367192582,0
athlete 31,R,23.5,3/26/2019,Goalkeeper,0,0,0,0,0,246.5960416,163.53468,24.198,6.759420971,0,0,0,0,0,0,0,54.23556134,2.135855139,0
athlete 31,R,23.5,3/27/2019,Goalkeeper,0,0,0,0,0,253.8027447,167.8882253,24.9172,6.704664879,0,0,0,11.50943396,469,0,530,52.25126187,2.186082444,0
athlete 31,R,23.5,3/28/2019,Goalkeeper,0,0,0,0,0,240.959783,162.3384693,23.5422,6.152151491,0,0,0,0,0,0,0,49.41175661,2.083057275,0
athlete 31,R,23.6,4/24/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,13.00527241,495,0,569,0,0,0
athlete 31,R,23.7,5/16/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,522,0,558,0,0,0
athlete 31,R,23.7,6/1/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,12.78688525,532,0,610,0,0,0
athlete 31,R,23.7,6/4/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,8.771929825,520,0,570,0,0,0
athlete 31,R,23.7,6/11/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,21.669627,441,0,563,0,0,0
athlete 31,R,23.7,6/12/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,15.12027491,494,0,582,0,0,0
athlete 31,R,23.8,6/28/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
athlete 31,R,23.8,7/10/2019,Goalkeeper,0,0,0,0,0,0,0,0,0,549,0,0,0,0,2.2,0,0,0,0
athlete 31,R,23.9,8/13/2019,Goalkeeper,0,0,0,0,249,0,0,0,0,0,0,0,21.59292035,443,0,565,0,0,0
athlete 31,R,24.3,1/14/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,6.360424028,530,0,566,0,0,0
athlete 31,R,24.4,2/21/2020,Goalkeeper,0,0,0,0,0,300.1127077,196.8664955,29.47525,6.657501111,0,0,0,0,0,0,0,56.67155863,2.458495936,0
athlete 31,R,24.5,3/6/2020,Goalkeeper,0,0,0,0,0,308.8254928,181.9114852,29.39566667,8.159547718,0,0,0,0,0,0,0,61.02198556,2.550957603,0
athlete 31,R,24.6,5/1/2020,Goalkeeper,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,24.7,5/29/2020,Goalkeeper,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,24.8,7/3/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,9.969392217,514.75,0,571.75,0,0,0
athlete 31,R,24.8,7/5/2020,Goalkeeper,0,0,0,0,0,296.8683556,181.4937966,27.99257143,6.535860618,0,0,0,0,0,0,0,54.38390353,2.42767994,0
athlete 31,R,24.8,7/10/2020,Goalkeeper,0,0,0,0,275.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,24.8,7/16/2020,Goalkeeper,0,0,0,0,274,298.3041737,176.82298,26.5598,6.668621555,0,0,0,0,0,0,0,50.55905738,2.370766248,0
athlete 31,R,24.8,7/19/2020,Goalkeeper,0,0,0,0,0,307.0244117,191.3963315,28.6734,7.11676164,0,0,0,0,0,0,0,57.11615208,2.456460879,0
athlete 31,R,24.9,7/29/2020,Goalkeeper,0,0,0,0,0,310.6620475,201.275163,28.7384,6.506781862,0,0,0,0,0,0,0,54.98395055,2.431628395,0
athlete 31,R,24.9,7/31/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,7.799867975,560.5,0,607.9167,0,0,0
athlete 31,R,24.9,8/3/2020,Goalkeeper,0,0,0,0,0,307.356681,205.213864,27.8308,6.597921456,0,0,0,0,0,0,0,56.20100509,2.357450921,0
athlete 31,R,24.9,8/5/2020,Goalkeeper,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,24.9,8/9/2020,Goalkeeper,0,0,0,0,0,309.6581079,203.1929665,29.5126,6.845537652,0,0,0,0,0,0,0,58.42386911,2.463184649,0
athlete 31,R,24.9,8/14/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,10.85422617,536.5833,0,601.9167,0,0,0
athlete 31,R,24.9,8/16/2020,Goalkeeper,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,24.9,8/17/2020,Goalkeeper,0,0,0,0,0,318.7322446,207.0893265,29.782,7.037750606,0,0,0,0,0,0,0,58.70750346,2.493928366,0
athlete 31,R,24.9,8/20/2020,Goalkeeper,0,0,0,0,0,322.3946944,213.278066,30.0064,6.993724951,0,0,0,0,0,0,0,59.98294172,2.486457611,0
athlete 31,R,24.9,8/26/2020,Goalkeeper,0,0,0,0,0,308.8413451,214.678104,29.2334,6.211152151,0,0,0,0,0,0,0,55.31571194,2.401171293,0
athlete 31,R,25,8/28/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,8.466940057,575.6667,0,628.9167,0,0,0
athlete 31,R,25,8/31/2020,Goalkeeper,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,25,9/2/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,6.745042157,490.8125,0,526.3125,0,0,0
athlete 31,R,25,9/9/2020,Goalkeeper,0,0,0,0,0,307.3876931,205.257694,27.9124,6.278921334,0,0,0,0,0,0,0,52.34476568,2.359309017,0
athlete 31,R,25,9/11/2020,Goalkeeper,0,0,0,0,0,305.2627434,209.7450185,27.7828,6.090103661,0,0,0,0,0,0,0,52.71535136,2.327054222,0
athlete 31,R,25,9/12/2020,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,9.500629213,604.0833,0,667.5,0,0,0
athlete 31,R,25,9/18/2020,Goalkeeper,0,0,0,0,0,312.0360208,226.196598,29.5504,6.019050598,0,0,0,0,0,0,0,58.57042761,2.386449009,0
athlete 31,R,25.4,2/15/2021,Goalkeeper,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,25.4,2/27/2021,Goalkeeper,0,0,0,0,0,317.6229541,215.5543835,30.1238,6.856423612,0,0,0,0,0,0,0,61.06257966,2.478703877,0
athlete 31,R,25.5,3/4/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,10.2912675,500.5,0,557.9167,0,0,0
athlete 31,R,25.5,3/9/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,10.40148878,563.5,0,628.9167,0,0,0
athlete 31,R,25.5,3/24/2021,Goalkeeper,0,0,0,0,0,331.3929326,218.483921,31.4698,7.563069639,0,0,0,0,0,0,0,62.88528542,2.575839229,0
athlete 31,R,25.5,4/2/2021,Goalkeeper,0,0,0,0,0,316.1323062,214.189463,30.9058,6.828307816,0,0,0,0,0,0,0,60.13251072,2.513940251,0
athlete 31,R,25.5,4/6/2021,Goalkeeper,0,0,0,0,0,316.2374828,197.5070705,28.9688,7.236090072,0,0,0,0,0,0,0,55.03191362,2.466909085,0
athlete 31,R,25.6,4/13/2021,Goalkeeper,0,0,0,0,0,323.4089993,207.72834,30.3318,6.987074449,0,0,0,0,0,0,0,59.64616869,2.524405859,0
athlete 31,R,25.6,4/15/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,-6.109585008,515.5833,0,484.0833,0,0,0
athlete 31,R,25.6,4/18/2021,Goalkeeper,0,0,0,0,0,318.7937529,198.4826205,29.2676,6.870557349,0,0,0,0,0,0,0,57.43069601,2.483746764,0
athlete 31,R,25.6,4/25/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,-3.636944972,527,0,507.8333,0,0,0
athlete 31,R,25.6,5/12/2021,Goalkeeper,0,0,0,0,0,318.2360607,204.351951,29.3656,6.768689969,0,0,0,0,0,0,0,54.63767366,2.472559143,0
athlete 31,R,25.7,5/19/2021,Goalkeeper,0,0,0,0,0,316.2401751,210.4498055,30.0154,6.759031584,0,0,0,2.162253788,516.5833,0,528,59.55497587,2.481641189,0
athlete 31,R,25.7,5/23/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,5.509111752,461.6667,0,488.5833,0,0,0
athlete 31,R,25.7,5/28/2021,Goalkeeper,0,0,0,0,0,319.3153086,214.73401,30.3706,7.20448489,0,0,0,0,0,0,0,58.46050411,2.491358129,0
athlete 31,R,25.8,6/25/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,13.43969245,533.5,0,616.3333,0,0,0
athlete 31,R,25.8,6/30/2021,Goalkeeper,0,0,0,0,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 31,R,25.8,7/9/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,12.41168098,526.9167,0,601.5833,0,0,0
athlete 31,R,25.9,8/1/2021,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,11.52216823,522.1667,0,590.1667,0,0,0
athlete 31,R,25.9,8/17/2021,Goalkeeper,0,0,0,0,273.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,18.3,3/8/2016,Striker,0,0,0,7.13,181.4,0,0,0,0,0,0,72.125,0,0,0,0,0,0,0
athlete 32,R,18.5,6/1/2016,Striker,0,0,0,6.43,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,18.7,8/26/2016,Striker,0,0,0,5.94,177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,19.3,3/10/2017,Striker,0,0,0,6.49,179.2,0,0,0,0,0,0,72.25,50.99,234.25,0,478,0,0,0
athlete 32,R,19.5,5/29/2017,Striker,0,0,0,7.36,182.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,19.7,8/25/2017,Striker,0,0,0,8.87,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,19.8,9/29/2017,Striker,0,0,0,9.01,192.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,19.8,10/3/2017,Striker,0,0,0,0,0,0,0,0,0,0,0,0,50.99,234.25,0,478,0,0,0
athlete 32,R,20.3,3/9/2018,Striker,0,0,0,11.24,198.7,0,0,0,0,0,16.5,72.5,0,0,0,0,0,0,47
athlete 32,R,20.3,3/15/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,-1.16,259,0,256,0,0,0
athlete 32,R,20.3,3/18/2018,Striker,0,0,0,0,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.3,3/19/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,5.19,329,0,347,0,0,0
athlete 32,R,20.3,3/24/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,3.41,340,0,352,0,0,0
athlete 32,R,20.4,4/5/2018,Striker,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,45.9
athlete 32,R,20.4,4/9/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,4.83,374,0,393,0,0,0
athlete 32,R,20.4,4/15/2018,Striker,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.4,4/19/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,-14.97,441,0,375,0,0,0
athlete 32,R,20.5,6/1/2018,Striker,0,0,0,0,196.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.6,6/22/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,19.19,299,0,370,0,0,0
athlete 32,R,20.6,7/1/2018,Striker,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.6,7/15/2018,Striker,0,0,0,0,197.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.7,7/30/2018,Striker,0,0,0,0,203.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.7,8/12/2018,Striker,0,0,0,0,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.7,8/17/2018,Striker,0,0,0,13.17,200.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,20.8,8/28/2018,Striker,0,0,0,0,0,0,0,0,0,352,0,0,0,0,1.76,0,0,0,0
athlete 32,R,20.8,8/30/2018,Striker,0,0,0,0,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,21.2,2/4/2019,Striker,0,0,0,0,211.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,21.2,2/12/2019,Striker,0,0,0,0,208.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 32,R,21.2,2/18/2019,Striker,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
